element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Nd 2	4021.33	402.133	-0.1	0.32	2580.9728	6.5	3.403	27447.046	7.5	16.0	1.15	1.11	99	100000.0	0.0	-5.344	0.0	0.0	2.5	1.0	0.47	16.6	s	p	F	0	2	60.1	60.0	60.01	Melendez2014	T	T	T	F	T	T
Nd 2	4059.95	405.995	-0.52	0.204	1645.37016	4.5	3.258	26277.542	5.5	12.0	0.75	1.02	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.29	9.6	s	p	F	0	2	60.1	60.0	60.01	Melendez2014	T	T	T	F	T	T
Nd 2	4446.38	444.638	-0.35	0.204	1645.37016	4.5	2.992	24132.108	5.5	12.0	0.75	1.02	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.37	14.2	s	p	F	0	2	60.1	60.0	60.01	Melendez2014	T	T	T	F	T	T
Nd 2	5234.19	523.419	-0.51	0.55	4436.0470000000005	5.5	2.918	23535.257	4.5	10.0	0.62	0.94	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.14	6.03	d	p	F	0	2	60.1	60.0	60.01	Melendez2014	T	T	T	F	T	T
Nd 2	5293.16	529.316	0.1	0.822	6629.873879999999	7.5	3.165	25527.447	6.5	14.0	1.0	1.03	99	100000.0	0.0	-5.744	0.0	0.0	2.5	1.0	0.27	11.98	d	p	F	0	2	60.1	60.0	60.01	Melendez2014	T	T	T	F	T	T
Nd 2	5319.81	531.981	-0.14	0.55	4436.0470000000005	5.5	2.88	23228.767	4.5	10.0	0.62	0.78	99	100000.0	0.0	-5.819	0.0	0.0	2.5	1.0	0.28	12.69	d	p	F	0	2	60.1	60.0	60.01	Melendez2014	T	T	T	F	T	T
Ni 1	4953.208	495.3208	-0.66	3.7397	30162.699938	2.0	6.242	50345.126	2.0	5.0	0.99	0.95	AO	135000000.0	8.13	-5.44	766.234	-7.248	766.234	1.0	0.7	60.83	p	s	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	5010.938	501.0938	-0.87	3.635	29318.2379	3.0	6.109	49272.408	3.0	7.0	1.09	1.32	AO	182000000.0	8.26	-4.37	824.278	-7.225	824.278	1.0	0.65	51.64	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	5176.56	517.6560000000001	-0.44	3.8982	31441.088028	2.0	6.293	50756.468	2.0	5.0	1.06	1.19	AO	158000000.0	8.2	-4.5	819.277	-7.227	819.277	1.0	0.67	61.73	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	5589.358	558.9358	-1.14	3.898	31439.47492	2.0	6.116	49328.867	2.0	5.0	1.06	1.0	AO	155000000.0	8.19	-4.54	831.277	-7.221	831.277	1.0	0.39	27.84	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	5643.078	564.3078	-1.25	4.164	33584.90856	4.0	6.361	51304.925	3.0	7.0	1.05	1.08	AO	105000000.0	8.02	-5.41	815.239	-7.222	815.239	1.0	0.23	15.18	d	f	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	5805.217	580.5217	-0.64	4.1672	33610.718288000004	2.0	6.302	50829.058	3.0	7.0	0.97	1.1	AO	240000000.0	8.38	-4.58	841.28	-7.216	841.28	1.0	0.48	39.71	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6086.282	608.6282	-0.51	4.266	34407.59364	1.0	6.303	50837.124	2.0	5.0	0.51	0.75	AO	275000000.0	8.44	-4.04	838.279	-7.218	838.279	1.0	0.47	41.11	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6108.116	610.8116	-2.44	1.676	13517.84504	2.0	3.706	29890.906	2.0	5.0	1.14	1.04	AO	64600000.0	7.81	-6.12	274.288	-7.705	274.288	1.0	0.64	61.14	s	p	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6130.135	613.0135	-0.96	4.266	34407.59364	1.0	6.288	50716.141	1.0	3.0	0.51	0.45	AO	282000000.0	8.45	-6.0	825.281	-7.225	825.281	1.0	0.29	21.81	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6176.811	617.6811	-0.26	4.088	32971.92752	4.0	6.095	49159.491	5.0	11.0	1.22	1.2	AO	162000000.0	8.21	-4.84	826.284	-7.225	826.284	1.0	0.59	65.68	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6177.242	617.7242	-3.51	1.826	14727.67604	0.0	3.833	30915.23	1.0	3.0	0.0	0.55	GA	52500000.0	7.72	-6.12	-7.76	-7.76	-7.76	1.0	0.26	17.11	d	p	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6204.604	620.4604	-1.14	4.088	32971.92752	4.0	6.086	49086.901	4.0	9.0	1.22	1.33	AO	191000000.0	8.28	-5.46	719.247	-7.278	719.247	1.0	0.31	23.7	p	s	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6223.984	622.3984	-0.98	4.105	33109.0417	3.0	6.097	49175.622	4.0	9.0	1.19	1.05	AO	224000000.0	8.35	-4.87	827.283	-7.224	827.283	1.0	0.38	30.42	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6378.25	637.825	-0.9	4.1535	33500.22039	3.0	6.097	49175.622	4.0	9.0	1.2	1.05	AO	245000000.0	8.39	-4.87	825.283	-7.225	825.283	1.0	0.39	32.7	p	d	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6643.63	664.363	-2.1	1.676	13517.84504	2.0	3.542	28568.157	2.0	5.0	1.14	1.49	AO	126000000.0	8.1	-6.14	258.274	-7.729	258.274	1.0	0.66	81.57	s	p	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6767.772	676.7772	-2.17	1.826	14727.67604	0.0	3.658	29503.76	1.0	3.0	0.0	1.43	GA	129000000.0	8.11	-6.12	-7.76	-7.76	-7.76	1.0	0.64	79.05	d	p	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	6772.315	677.2315	-0.99	3.657	29495.67978	1.0	5.488	44263.705	2.0	5.0	1.43	1.09	AO	191000000.0	8.28	-5.33	795.245	-7.234	795.245	1.0	0.49	50.24	p	s	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	7727.624	772.7624	-0.4	3.678	29665.05612	3.0	5.283	42610.269	3.0	7.0	1.21	1.34	AO	89100000.0	7.95	-4.81	783.244	-7.241	783.244	1.0	0.57	109.89	p	s	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
Ni 1	7797.586	779.7586	-0.34	3.89	31374.9506	2.0	5.488	44263.705	2.0	5.0	1.06	1.09	GA	123000000.0	8.09	-5.33	-7.56	-7.56	-7.56	1.0	0.54	82.3	p	s	F	0	1	28.0	28.0	28.0	Melendez2014	T	T	T	T	T	T
O 1	7771.944	777.1944000000001	0.37	9.146	73767.42884000001	2.0	10.741	86632.008	3.0	7.0	99.0	99.0	AO	33100000.0	7.52	-5.55	453.234	-7.469	453.234	1.0	0.28	60.08	s	p	F	0	1	8.0	8.0	8.0	Melendez2014	T	T	T	T	T	T
O 1	7774.166	777.4166	0.22	9.146	73767.42884000001	2.0	10.741	86632.008	2.0	5.0	99.0	99.0	AO	33100000.0	7.52	-5.55	453.234	-7.469	453.234	1.0	0.25	51.56	s	p	F	0	1	8.0	8.0	8.0	Melendez2014	T	T	T	T	T	T
O 1	7775.388	777.5388	0.0	9.146	73767.42884000001	2.0	10.74	86623.943	1.0	3.0	99.0	99.0	AO	33100000.0	7.52	-5.55	453.234	-7.469	453.234	1.0	0.21	40.25	s	p	F	0	1	8.0	8.0	8.0	Melendez2014	T	T	T	T	T	T
Pd 1	3242.698	324.2698	0.07	0.8138	6563.736452	3.0	4.636	37391.862	3.0	7.0	1.33	1.28	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.78	27.39	s	p	F	0	1	46.0	46.0	46.0	Melendez2014	T	T	T	F	T	T
Pd 1	3404.576	340.4576	0.33	0.8138	6563.736452	3.0	4.455	35931.999	4.0	9.0	1.33	1.25	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.89	40.43	s	p	F	0	1	46.0	46.0	46.0	Melendez2014	T	T	T	F	T	T
Pd 1	3516.944	351.6944	-0.21	0.9615	7755.01671	2.0	4.486	36182.03	1.0	3.0	1.13	1.4	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.57	19.27	s	p	F	0	1	46.0	46.0	46.0	Melendez2014	T	T	T	F	T	T
Pr 2	5259.73	525.973	0.114	0.633	5105.48682	7.0	2.99	24115.977	6.0	13.0	0.91	0.96	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.07	3.01	d	p	F	0	2	59.1	59.0	59.01	Melendez2014	T	T	T	F	T	T
Ru 1	3436.736	343.6736	0.165	0.148	1193.69992	4.0	3.754	30278.052	5.0	11.0	1.35	1.26	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.44	13.81	s	p	F	0	1	44.0	44.0	44.0	Melendez2014	T	T	T	F	T	T
Ru 1	3498.942	349.8942	0.322	0.0	0.0	5.0	3.542	28568.157	6.0	13.0	1.4	1.38	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.73	27.25	s	p	F	0	1	44.0	44.0	44.0	Melendez2014	T	T	T	F	T	T
S 1	6046.0	604.6	-0.15	7.868	63459.66872	2.0	9.918	79994.065	1.0	3.0	1.84	1.5	GA	37200000.0	7.57	-3.94	-7.02	-7.02	-7.02	1.0	0.0	0.47	p	d	F	0	1	16.0	16.0	16.0	Melendez2014	T	T	T	T	T	T
S 1	6052.656	605.2656	-0.4	7.87	63475.7998	3.0	9.918	79994.065	4.0	9.0	1.67	1.5	GA	37200000.0	7.57	-3.94	-7.02	-7.02	-7.02	1.0	0.05	5.31	p	d	F	0	1	16.0	16.0	16.0	Melendez2014	T	T	T	T	T	T
S 1	6743.54	674.354	-0.6	7.866	63443.53764	1.0	9.704	78268.039	2.0	5.0	2.5	1.5	GA	39800000.0	7.6	-4.52	-7.16	-7.16	-7.16	1.0	0.04	3.89	p	d	F	0	1	16.0	16.0	16.0	Melendez2014	T	T	T	T	T	T
S 1	6757.153	675.7153000000001	-0.15	7.87	63475.7998	3.0	9.704	78268.039	4.0	9.0	1.67	1.5	GA	39800000.0	7.6	-4.52	-7.16	-7.16	-7.16	1.0	0.13	15.59	p	d	F	0	1	16.0	16.0	16.0	Melendez2014	T	T	T	T	T	T
Sc 1	4743.821	474.3821	0.35	1.4478	11677.288812	4.5	4.061	32754.174	3.5	8.0	1.33	1.41	AO	123000000.0	8.09	-5.59	389.26	-7.547	389.26	1.0	0.24	12.55	s	p	F	0	1	21.0	21.0	21.0	Melendez2014	T	T	T	T	T	T
Sc 1	5081.57	508.157	0.3	1.4478	11677.288812	4.5	3.887	31350.77	4.5	10.0	1.33	1.33	GA	91200000.0	7.96	-5.78	-7.75	-7.75	-7.75	1.0	0.25	14.33	s	p	F	0	1	21.0	21.0	21.0	Melendez2014	T	T	T	T	T	T
Sc 1	5520.497	552.0497	0.55	1.8649	15041.425546	3.5	4.11	33149.386	4.5	10.0	1.13	1.06	GA	55000000.0	7.74	-5.76	-7.72	-7.72	-7.72	1.0	0.08	4.53	s	p	F	0	1	21.0	21.0	21.0	Melendez2014	T	T	T	T	T	T
Sc 1	5671.821	567.1821	0.55	1.4478	11677.288812	4.5	3.633	29302.121	5.5	12.0	1.33	1.27	GA	60300000.0	7.78	-6.01	-7.81	-7.81	-7.81	1.0	0.25	16.06	s	p	F	0	1	21.0	21.0	21.0	Melendez2014	T	T	T	T	T	T
Sc 2	5684.19	568.419	-0.95	1.507	12154.76878	2.0	3.688	29745.726	1.0	3.0	1.48	1.48	GA	148000000.0	8.17	-6.55	-7.86	-7.86	-7.86	1.0	0.49	36.96	d	p	F	0	2	21.1	21.0	21.01	Melendez2014	T	T	T	T	T	T
Sc 2	6245.63	624.563	-1.03	1.507	12154.76878	2.0	3.492	28164.88	3.0	7.0	1.48	1.32	GA	240000000.0	8.38	-6.59	-7.83	-7.83	-7.83	1.0	0.48	40.98	d	p	F	0	2	21.1	21.0	21.01	Melendez2014	T	T	T	T	T	T
Sc 2	6279.76	627.976	-1.2	1.5	12098.31	1.0	3.474	28019.7	2.0	5.0	1.49	1.16	GA	240000000.0	8.38	-6.59	-7.83	-7.83	-7.83	1.0	0.38	30.46	d	p	F	0	2	21.1	21.0	21.01	Melendez2014	T	T	T	T	T	T
Sc 2	6320.843	632.0843	-1.85	1.5	12098.31	1.0	3.461	27914.848	1.0	3.0	1.49	0.51	GA	240000000.0	8.38	-6.59	-7.83	-7.83	-7.83	1.0	0.16	11.35	d	p	F	0	2	21.1	21.0	21.01	Melendez2014	T	T	T	T	T	T
Si 1	5488.983	548.8983000000001	-1.69	5.614	45279.94156	1.0	7.872	63491.962	2.0	5.0	0.5	0.87	GA	72400000.0	7.86	-2.42	-6.86	-6.86	-6.86	1.0	0.04	6.82	d	f	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	5517.54	551.754	-2.496	5.08	40972.9432	1.0	7.329	59112.372	2.0	5.0	1.0	0.98	GA	427000000.0	8.63	-4.46	-7.32	-7.32	-7.32	1.0	0.13	9.87	d	f	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	5645.611	564.5611	-2.04	4.929	39755.04666	1.0	7.125	57467.001	2.0	5.0	1.5	1.48	GA	347000000.0	8.54	-4.56	-7.29	-7.29	-7.29	1.0	0.34	31.02	s	p	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	5665.554	566.5554	-1.94	4.92	39682.4568	0.0	7.108	57329.887	1.0	3.0	0.0	1.57	GA	339000000.0	8.53	-4.57	-7.3	-7.3	-7.3	1.0	0.39	36.68	s	p	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	5684.484	568.4484	-1.55	4.953	39948.619620000005	2.0	7.134	57539.591	1.0	3.0	1.5	1.84	GA	347000000.0	8.54	-5.05	-7.3	-7.3	-7.3	1.0	0.53	57.54	s	p	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	5690.425	569.0425	-1.77	4.929	39755.04666	1.0	7.108	57329.887	1.0	3.0	1.5	1.57	GA	347000000.0	8.54	-4.57	-7.3	-7.3	-7.3	1.0	0.46	45.86	s	p	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	5701.104	570.1104	-1.95	4.93	39763.1122	1.0	7.104	57297.625	0.0	1.0	1.5	0.0	GA	347000000.0	8.54	-4.74	-7.29	-7.29	-7.29	1.0	0.38	35.64	s	p	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	5793.073	579.3073	-1.96	4.929	39755.04666	1.0	7.069	57015.331	2.0	5.0	1.5	1.18	GA	339000000.0	8.53	-4.37	-7.31	-7.31	-7.31	1.0	0.37	35.43	s	p	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	6125.021	612.5020999999999	-1.5	5.614	45279.94156	1.0	7.637	61596.56	2.0	5.0	0.5	0.92	GA	81300000.0	7.91	-5.56	-7.13	-7.13	-7.13	1.0	0.32	33.66	d	f	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	6145.015	614.5015000000001	-1.41	5.616	45296.07264	2.0	7.633	61564.297	3.0	7.0	1.17	0.93	GA	83200000.0	7.92	-3.63	-7.13	-7.13	-7.13	1.0	0.37	45.21	d	f	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	6243.823	624.3823	-1.27	5.616	45296.07264	2.0	7.601	61306.2	3.0	7.0	1.17	0.87	GA	81300000.0	7.91	-3.5	-7.13	-7.13	-7.13	1.0	0.39	51.0	d	f	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	6244.476	624.4476	-1.32	5.616	45296.07264	2.0	7.601	61306.2	3.0	7.0	1.17	1.14	GA	81300000.0	7.91	-3.49	-7.13	-7.13	-7.13	1.0	0.45	63.03	d	f	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	6721.848	672.1848	-1.12	5.862	47280.19548	1.0	7.707	62161.148	2.0	5.0	1.0	0.87	GA	24500000.0	7.39	-3.1	-7.02	-7.02	-7.02	1.0	0.17	22.99	p	d	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Si 1	6741.63	674.163	-1.65	5.984	48264.19136	3.0	7.823	63096.751	2.0	5.0	1.33	1.5	GA	31600000.0	7.5	-3.6	-6.92	-6.92	-6.92	1.0	0.09	11.34	p	s	F	0	1	14.0	14.0	14.0	Melendez2014	T	T	T	T	T	T
Sm 2	3760.7	376.07	-0.42	0.18	1451.7972	3.5	3.481	28076.159	3.5	8.0	1.61	1.38	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.3	9.34	s	p	F	0	2	62.1	62.0	62.01	Melendez2014	T	T	T	F	T	T
Sm 2	4318.936	431.8936	-0.25	0.277	2234.1545800000004	4.5	3.147	25382.267	5.5	12.0	1.58	1.49	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.33	11.8	s	p	F	0	2	62.1	62.0	62.01	Melendez2014	T	T	T	F	T	T
Sm 2	4467.341	446.7341	0.15	0.659	5315.190860000001	5.5	3.434	27697.078	6.5	14.0	1.46	1.36	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.34	12.72	s	p	F	0	2	62.1	62.0	62.01	Melendez2014	T	T	T	F	T	T
Sm 2	4519.63	451.963	-0.35	0.543	4379.588220000001	4.5	3.286	26503.378	5.5	12.0	1.44	1.53	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.17	5.99	s	p	F	0	2	62.1	62.0	62.01	Melendez2014	T	T	T	F	T	T
Sm 2	4676.902	467.6902	-0.87	0.04	322.6216	1.5	2.691	21704.379	1.5	4.0	1.98	0.51	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.16	5.82	s	p	F	0	2	62.1	62.0	62.01	Melendez2014	T	T	T	F	T	T
Sr 1	4607.338	460.7338	0.283	0.0	0.0	0.0	2.69	21696.313	1.0	3.0	99.0	99.0	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.79	53.96	s	p	F	0	1	38.0	38.0	38.0	Melendez2014	T	T	T	F	T	T
Ti 1	4465.802	446.5802	-0.163	1.7393	14028.393722	2.0	4.515	36415.931	3.0	7.0	1.82	1.66	AO	135000000.0	8.13	-6.05	331.247	-7.615	331.247	1.0	0.67	41.25	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	4555.485	455.5485	-0.488	0.8484	6842.804136000001	5.0	3.569	28785.927	4.0	9.0	1.41	1.34	AO	135000000.0	8.13	-5.28	345.242	-7.596	345.242	1.0	0.81	68.99	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	F	T	T
Ti 1	4758.12	475.812	0.425	2.2492	18141.012568	5.0	4.854	39150.151	5.0	11.0	1.02	1.02	AO	120000000.0	8.08	-6.04	326.246	-7.621	326.246	1.0	0.69	49.27	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	4759.272	475.9272	0.514	2.2555	18191.82547	6.0	4.86	39198.544	6.0	13.0	1.17	1.18	AO	120000000.0	8.08	-6.04	327.246	-7.62	327.246	1.0	0.71	52.67	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	4820.41	482.041	-0.439	1.5024	12117.667296	4.0	4.074	32859.026	3.0	7.0	0.98	0.99	AO	162000000.0	8.21	-5.94	324.25	-7.625	324.25	1.0	0.63	41.94	X	X	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	4913.616	491.3616	0.161	1.8731	15107.562974	3.0	4.396	35456.131	4.0	9.0	0.74	0.79	AO	70800000.0	7.85	-5.89	327.244	-7.619	327.244	1.0	0.7	53.58	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	5022.871	502.2871	-0.434	0.8258	6660.522932	3.0	3.294	26567.902	3.0	7.0	1.25	0.91	AO	87100000.0	7.94	-6.05	317.245	-7.633	317.245	1.0	0.78	76.22	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	F	T	T
Ti 1	5113.448	511.3448	-0.783	1.443	11638.57422	3.0	3.867	31189.459	2.0	5.0	1.08	1.17	AO	23400000.0	7.37	-6.01	298.243	-7.66	298.243	1.0	0.49	30.77	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	5147.479	514.7479000000001	-2.012	0.0	0.0	2.0	2.408	19421.83	3.0	7.0	0.67	1.07	AO	6610000.0	6.82	-6.11	255.243	-7.727	255.243	1.0	0.59	39.98	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	F	T	T
Ti 1	5219.7	521.97	-2.292	0.021	169.37634	3.0	2.396	19325.043	2.0	5.0	1.08	0.67	AO	6610000.0	6.82	-6.11	255.243	-7.727	255.243	1.0	0.43	26.36	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	F	T	T
Ti 1	5295.774	529.5774	-1.633	1.0665	8601.89841	2.0	3.407	27479.308	3.0	7.0	1.49	1.36	AO	9330000.0	6.97	-6.1	278.253	-7.692	278.253	1.0	0.22	12.78	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	5490.15	549.015	-0.933	1.46	11775.6884	4.0	3.718	29987.693	3.0	7.0	1.26	1.49	AO	151000000.0	8.18	-6.1	374.262	-7.564	374.262	1.0	0.39	25.21	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	5739.464	573.9464	-0.6	2.249	18139.39946	5.0	4.409	35560.983	5.0	11.0	1.02	1.04	AO	70800000.0	7.85	-6.04	327.246	-7.62	327.246	1.0	0.15	9.43	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	5866.452	586.6452	-0.84	1.066	8597.86564	2.0	3.179	25640.364	3.0	7.0	1.49	1.33	AO	100000000.0	8.0	-6.07	259.262	-7.724	259.262	1.0	0.57	46.79	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	6091.174	609.1174	-0.423	2.2673	18286.998842	4.0	4.302	34697.97	5.0	11.0	1.02	1.02	AO	93300000.0	7.97	-6.02	328.24	-7.617	328.24	1.0	0.24	16.6	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	6126.217	612.6216999999999	-1.424	1.066	8597.86564	2.0	3.09	24922.531	1.0	3.0	1.49	1.99	AO	8320000.0	6.92	-6.1	254.263	-7.733	254.263	1.0	0.28	19.12	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	6258.104	625.8104000000001	-0.355	1.443	11638.57422	3.0	3.424	27616.423	4.0	9.0	1.08	1.05	AO	178000000.0	8.25	-5.99	355.237	-7.582	355.237	1.0	0.55	49.88	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 1	6261.101	626.1101	-0.479	1.429	11525.65666	2.0	3.409	27495.439	3.0	7.0	0.67	0.75	AO	182000000.0	8.26	-5.98	353.236	-7.585	353.236	1.0	0.51	43.34	s	p	F	0	1	22.0	22.0	22.0	Melendez2014	T	T	T	T	T	T
Ti 2	4470.857	447.0857	-2.06	1.1649	9395.547546	1.5	3.937	31754.047	1.5	4.0	1.74	0.92	GA	145000000.0	8.16	-6.6	-7.85	-7.85	-7.85	1.0	0.8	65.51	d	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	4544.028	454.4028	-2.53	1.2429	10024.659666	2.5	3.971	32028.275	2.5	6.0	1.6	1.2	GA	148000000.0	8.17	-6.41	-7.85	-7.85	-7.85	1.0	0.62	38.16	s	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	4583.408	458.34080000000006	-2.87	1.165	9396.3541	1.5	3.869	31205.59	2.5	6.0	1.74	0.87	GA	141000000.0	8.15	-6.59	-7.85	-7.85	-7.85	1.0	0.53	30.13	d	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	4636.33	463.633	-3.152	1.16	9356.0264	1.5	3.838	30955.558	2.5	6.0	1.74	1.03	GA	240000000.0	8.38	-6.5	-7.84	-7.84	-7.84	1.0	0.31	16.02	d	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	4657.212	465.72120000000007	-2.47	1.243	10025.46622	2.5	3.904	31487.884	3.5	8.0	1.6	1.15	GA	145000000.0	8.16	-6.41	-7.85	-7.85	-7.85	1.0	0.72	51.71	s	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	4779.985	477.9985	-1.26	2.0477	16515.806258	0.5	4.641	37432.19	0.5	2.0	0.66	2.09	GA	170000000.0	8.23	-6.46	-7.86	-7.86	-7.86	1.0	0.74	63.15	s	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	4865.611	486.5611	-2.81	1.116	9001.14264	3.5	3.663	29544.088	2.5	6.0	0.89	0.58	GA	166000000.0	8.22	-6.49	-7.86	-7.86	-7.86	1.0	0.6	39.41	d	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	4874.014	487.4014	-0.9	3.095	24962.8463	1.5	5.638	45473.537	0.5	2.0	0.8	0.67	GA	182000000.0	8.26	-6.33	-7.83	-7.83	-7.83	1.0	0.55	37.17	s	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	4911.193	491.1193	-0.537	3.123	25188.68142	2.5	5.647	45546.127	1.5	4.0	1.2	1.31	GA	182000000.0	8.26	-6.33	-7.83	-7.83	-7.83	1.0	0.61	45.63	s	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	5211.54	521.154	-1.49	2.59	20889.7486	3.5	4.969	40077.688	3.5	8.0	1.14	1.16	GA	263000000.0	8.42	-6.48	-7.83	-7.83	-7.83	1.0	0.5	34.6	d	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	5336.778	533.6778	-1.63	1.582	12759.68428	2.5	3.904	31487.884	3.5	8.0	1.2	1.15	GA	145000000.0	8.16	-6.59	-7.85	-7.85	-7.85	1.0	0.72	70.88	d	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
